Strategy report
Symbol: /YM:XCBT
Work Time: 11/6/18 4:00 AM - 3/19/19 3:30 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
1;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,428.00;11/6/18 4:00 AM;;($5.00);5.0;
2;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,405.00;11/6/18 5:00 AM;($114.00);($114.00);0.0;
3;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,392.00;11/6/18 5:30 AM;;($64.00);5.0;
4;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,430.00;11/6/18 9:15 AM;$191.76;$77.76;0.0;
5;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,453.00;11/6/18 2:30 PM;;$212.76;5.0;
6;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,612.00;11/6/18 4:30 PM;$795.40;$873.16;0.0;
7;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,660.00;11/7/18 1:15 AM;;$838.16;5.0;
8;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,755.00;11/7/18 3:30 AM;$477.37;$1,350.53;0.0;
9;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,810.00;11/7/18 9:30 AM;;$1,350.53;5.0;
10;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,775.00;11/7/18 10:00 AM;($175.25);$1,175.28;0.0;
11;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,783.00;11/7/18 10:15 AM;;$1,185.28;5.0;
12;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,849.00;11/7/18 10:45 AM;$330.04;$1,505.31;0.0;
13;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$26,113.00;11/8/18 5:30 AM;;$1,430.31;5.0;
14;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$26,151.00;11/8/18 9:45 AM;$189.45;$1,694.77;0.0;
15;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$26,119.00;11/8/18 3:00 PM;;$1,749.77;5.0;
16;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$26,221.00;11/8/18 11:45 PM;$511.62;$2,206.39;0.0;
17;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$26,136.00;11/9/18 3:00 AM;;$2,106.39;5.0;
18;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$26,117.00;11/9/18 3:15 AM;($97.50);$2,108.89;0.0;
19;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$26,098.00;11/9/18 4:00 AM;;$2,178.89;5.0;
20;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$26,074.00;11/9/18 5:45 AM;($121.50);$1,987.39;0.0;
21;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$26,063.00;11/9/18 6:00 AM;;$1,962.39;5.0;
22;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$26,027.00;11/9/18 10:15 AM;($179.25);$1,808.14;0.0;
23;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$26,048.00;11/9/18 10:30 AM;;$1,838.14;5.0;
24;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$26,004.00;11/9/18 11:15 AM;($220.25);$1,587.89;0.0;
25;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,996.00;11/9/18 11:30 AM;;$1,502.89;5.0;
26;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,949.00;11/9/18 12:00 PM;($237.50);$1,350.39;0.0;
27;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,936.00;11/9/18 12:30 PM;;$1,515.39;5.0;
28;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$26,043.00;11/9/18 3:30 PM;$533.20;$1,883.59;0.0;
29;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$26,032.00;11/12/18 2:15 AM;;$1,843.59;5.0;
30;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$26,012.00;11/12/18 3:15 AM;($97.75);$1,785.84;0.0;
31;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,977.00;11/12/18 4:15 AM;;$1,735.84;5.0;
32;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,954.00;11/12/18 4:45 AM;($113.00);$1,672.84;0.0;
33;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,555.00;11/12/18 11:45 AM;;$1,787.84;5.0;
34;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,501.00;11/12/18 1:15 PM;($269.50);$1,403.34;0.0;
35;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,442.00;11/12/18 3:45 PM;;$1,128.34;5.0;
36;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,375.00;11/12/18 7:30 PM;($337.50);$1,065.84;0.0;
37;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,419.00;11/13/18 9:00 AM;;$975.84;5.0;
38;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,380.00;11/13/18 9:30 AM;($194.50);$871.34;0.0;
39;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,385.00;11/13/18 9:45 AM;;$726.34;5.0;
40;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,326.00;11/13/18 10:30 AM;($293.75);$577.59;0.0;
41;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,258.00;11/13/18 10:45 AM;;$872.59;5.0;
42;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,447.00;11/13/18 6:30 PM;$942.77;$1,520.36;0.0;
43;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,308.00;11/14/18 2:15 AM;;$1,465.36;5.0;
44;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,279.00;11/14/18 3:30 AM;($143.50);$1,376.86;0.0;
45;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,240.00;11/14/18 4:15 AM;;$1,416.86;5.0;
46;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,418.00;11/14/18 8:45 AM;$891.13;$2,267.99;0.0;
47;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,265.00;11/14/18 11:00 AM;;$2,017.99;5.0;
48;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,207.00;11/14/18 11:30 AM;($289.50);$1,978.49;0.0;
49;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,191.00;11/14/18 12:00 PM;;$1,603.49;5.0;
50;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,126.00;11/14/18 12:15 PM;($326.75);$1,651.74;0.0;
51;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,041.00;11/15/18 5:15 AM;;$1,751.74;5.0;
52;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,992.00;11/15/18 9:15 AM;($242.75);$1,408.99;0.0;
53;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,976.00;11/15/18 9:30 AM;;$1,558.99;5.0;
54;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$24,914.00;11/15/18 10:30 AM;($308.25);$1,100.74;0.0;
55;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$24,875.00;11/15/18 11:00 AM;;$1,430.74;5.0;
56;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,130.00;11/15/18 1:30 PM;$1,273.88;$2,374.62;0.0;
57;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,232.00;11/16/18 5:30 AM;;$2,349.62;5.0;
58;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,202.00;11/16/18 6:30 AM;($148.00);$2,226.62;0.0;
59;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,206.00;11/16/18 6:45 AM;;$2,236.62;5.0;
60;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,175.00;11/16/18 7:30 AM;($156.75);$2,069.87;0.0;
61;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,174.00;11/16/18 8:00 AM;;$1,999.87;5.0;
62;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,141.00;11/16/18 8:30 AM;($166.75);$1,903.12;0.0;
63;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,133.00;11/16/18 8:45 AM;;$2,233.12;5.0;
64;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,270.00;11/16/18 10:00 AM;$684.72;$2,587.84;0.0;
65;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,352.00;11/19/18 7:15 AM;;$2,632.84;5.0;
66;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,317.00;11/19/18 10:00 AM;($174.00);$2,413.84;0.0;
67;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,210.00;11/19/18 11:00 AM;;$2,113.84;5.0;
68;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,162.00;11/19/18 11:15 AM;($241.50);$2,172.34;0.0;
69;BB_Auto_Reversion_V2;Buy to Open;1;5.0;$25,094.00;11/19/18 11:45 AM;;$1,812.34;5.0;
70;BB_Auto_Reversion_V2;Sell to Close;-1;-5.0;$25,038.00;11/19/18 12:00 PM;($281.00);$1,891.34;0.0;
